NORMALS 1971-2000               YRS    JAN    FEB    MAR    APR    MAY    JUN    JUL    AUG    SEP    OCT    NOV    DEC    ANN
14822DETROIT, MI                      30   17.8   20.0   28.5   38.4   49.4   58.9   63.6   62.2   54.1   42.5   33.5   23.4   41.0
14826FLINT, MI                        30   13.3   15.3   24.3   34.6   45.2   54.6   59.1   57.4   49.4   38.6   29.8   19.1   36.7
94860GRAND RAPIDS, MI                 30   15.6   17.4   25.9   36.1   46.6   55.8   60.5   59.0   51.0   40.2   31.2   21.4   38.4
94814HOUGHTON LAKE, MI                30    9.7   10.5   19.2   30.6   40.7   48.9   53.4   52.2   45.3   36.2   27.6   16.8   32.6
14836LANSING, MI                      30   13.9   15.4   24.3   34.5   44.8   54.3   58.4   57.0   48.9   38.6   30.1   19.7   36.7
94836MARQUETTE, MI                    30    3.3    5.4   14.3   26.9   39.1   48.3   53.5   52.0   43.8   34.0   22.4   10.2   29.4
14840MUSKEGON, MI                     30   17.1   18.3   25.4   35.1   45.1   54.2   59.8   58.8   50.7   40.6   31.8   22.6   38.3
14847SAULT STE. MARIE, MI             30    4.9    6.6   16.1   28.8   39.3   46.5   52.0   52.4   44.8   36.0   25.9   13.1   30.5
04919DULUTH, MN                       30   -1.2    5.1   16.5   28.9   40.2   48.5   54.6   53.5   44.8   34.5   20.7    5.6   29.3
14918INTERNATIONAL FALLS, MN          30   -8.4   -0.7   12.3   27.1   40.0   49.1   53.6   51.3   41.6   31.5   16.4   -1.1   26.1
14922MINNEAPOLIS-ST.PAUL, MN          30    4.3   11.8   23.5   36.2   48.5   57.8   63.0   60.8   50.8   38.9   24.8   10.9   35.9
14925ROCHESTER, MN                    30    3.7   10.6   22.6   34.6   46.1   55.6   60.1   58.0   48.7   37.1   23.7   10.1   34.2
14926SAINT CLOUD, MN                  30   -1.2    6.4   19.1   32.2   44.1   52.9   57.9   55.5   45.7   34.3   20.4    5.5   31.1
03889JACKSON, MS                      30   35.0   38.2   45.4   51.7   61.0   68.1   71.4   70.3   64.6   52.0   43.4   37.3   53.2
53849MERIDIAN, MS                     30   34.7   37.7   44.3   50.4   59.5   66.8   70.5   69.8   64.2   51.3   42.8   37.2   52.4
93862TUPELO, MS                       30   30.5   33.5   41.4   48.2   57.7   65.7   69.8   68.2   61.7   48.8   40.0   33.2   49.9
03945COLUMBIA, MO                     30   18.2   23.4   33.0   42.9   52.8   61.8   66.3   64.0   55.4   44.1   33.0   22.5   43.1
13988KANSAS CITY, MO                  30   17.8   23.3   33.2   43.5   53.9   63.2   68.2   66.1   57.2   45.9   33.4   22.5   44.0
13994ST. LOUIS, MO                    30   21.2   26.5   36.2   46.5   56.6   65.9   70.6   68.6   60.3   48.2   36.7   25.8   46.9
93822SPRINGFIELD, MO                  30   21.8   26.4   34.9   43.6   53.4   62.2   67.1   65.6   57.4   46.1   35.3   25.9   45.0
24033BILLINGS, MT                     30   15.1   20.1   26.4   34.7   44.0   52.5   58.3   57.3   47.1   37.2   25.6   17.7   36.3
94008GLASGOW, MT                      30    1.8    9.9   20.6   32.2   43.0   51.6   56.6   55.7   44.1   33.0   18.5    6.4   31.1
24143GREAT FALLS, MT                  30   11.3   15.1   21.5   29.7   38.3   46.0   50.4   49.9   41.2   33.0   22.5   14.4   31.1
94012HAVRE, MT                        30    3.7   10.4   20.0   30.0   40.2   48.0   52.0   51.3   40.7   29.8   17.3    7.8   29.3
24144HELENA, MT                       30    9.9   15.6   23.5   31.2   39.8   47.5   52.3   50.8   41.2   31.2   20.3   11.3   31.2
24146KALISPELL, MT                    30   13.8   18.4   24.8   30.8   37.9   43.5   46.7   45.8   37.1   28.4   23.2   16.1   30.5
24153MISSOULA, MT                     30   16.2   20.5   27.1   32.4   39.3   45.9   50.2   49.3   40.6   31.4   24.0   16.5   32.8
14935GRAND ISLAND, NE                 30   12.2   17.7   27.0   37.8   49.3   59.1   64.4   62.3   51.8   39.3   25.9   15.9   38.6
94996LINCOLN, NE                      30   11.5   17.2   27.5   38.8   50.1   60.4   65.9   63.7   53.2   40.4   27.0   16.2   39.3
14941NORFOLK, NE                      30    9.6   15.5   25.4   36.8   48.3   58.0   63.0   61.0   50.4   38.0   24.7   13.7   37.0
24023NORTH PLATTE, NE                 30    9.9   15.4   23.8   33.4   44.5   54.2   60.2   58.4   46.7   33.7   20.7   12.1   34.4
14942OMAHA EPPLEY AP, NE              30   11.6   18.0   28.1   39.6   50.7   60.6   65.9   63.8   53.5   41.1   28.1   16.4   39.8
94918OMAHA (NORTH), NE                30   12.6   19.0   28.8   40.3   51.3   60.5   65.5   64.1   55.0   43.1   29.2   17.2   40.6
24028SCOTTSBLUFF, NE                  30   11.0   15.8   23.0   31.4   42.4   52.1   57.4   54.9   43.7   31.3   19.7   11.6   32.9
24032VALENTINE, NE                    30    7.8   13.7   22.1   32.4   43.7   53.2   59.1   57.3   45.8   33.1   20.1   10.5   33.2
24121ELKO, NV                         30   14.1   19.7   25.9   29.9   36.8   43.5   48.6   47.0   38.1   28.3   20.9   13.8   30.6
23154ELY, NV                          30   10.4   15.6   21.9   26.4   33.4   40.6   47.4   46.4   37.5   27.8   18.2   10.6   28.0
53127LAS VEGAS, NV                    30   36.8   41.4   47.0   53.9   62.9   72.3   78.2   76.7   68.8   56.5   44.0   36.6   56.3
23185RENO, NV                         30   21.8   25.4   29.3   33.2   40.2   46.5   51.4   49.9   43.1   34.0   26.4   20.7   35.2
24128WINNEMUCCA, NV                   30   18.5   23.6   27.0   30.7   38.4   45.8   51.8   49.2   40.2   30.2   23.3   17.0   33.0
14745CONCORD, NH                      30    9.7   12.6   22.7   32.2   42.4   51.8   57.1   55.6   46.6   35.1   27.6   16.2   34.1
14755MT. WASHINGTON, NH               30   -3.7   -1.7    5.9   16.4   29.5   38.5   43.3   42.1   34.6   24.0   13.6    1.7   20.4
93730ATLANTIC CITY AP, NJ             30   22.8   24.5   31.7   39.8   49.8   59.3   65.4   63.7   56.0   43.9   35.7   27.1   43.3
13724ATLANTIC CITY C.O.,NJ            30   29.0   30.6   37.0   45.2   54.8   63.9   69.8   69.7   63.6   52.5   42.9   34.0   49.4
14734NEWARK, NJ                       30   24.4   26.6   34.2   43.7   54.1   63.5   69.1   67.7   59.9   48.2   39.1   29.8   46.7
23050ALBUQUERQUE, NM                  30   23.8   28.2   33.7   40.5   49.7   59.4   64.7   63.2   56.0   43.8   31.6   24.2   43.2
23051CLAYTON, NM                      30   20.3   23.7   29.2   37.2   46.7   55.9   60.2   59.2   51.5   40.6   28.7   21.6   39.6
23009ROSWELL, NM                      30   24.4   29.3   35.7   43.3   53.2   62.0   66.7   65.5   58.3   46.3   33.3   25.1   45.3
14735ALBANY, NY                       30   13.3   15.7   25.4   35.9   46.5   55.0   60.0   58.3   49.9   38.8   30.8   20.1   37.5
04725BINGHAMTON, NY                   30   15.0   16.7   24.7   35.1   46.2   54.4   59.2   57.4   49.9   39.6   30.9   20.8   37.5
14733BUFFALO, NY                      30   17.8   18.6   26.1   36.4   47.7   56.9   62.1   60.5   52.9   42.6   33.7   23.6   39.9
04781ISLIP, NY                        30   22.6   24.3   31.1   40.0   49.4   59.6   65.9   64.5   56.6   44.6   36.1   27.5   43.5
94728NEW YORK C.PARK, NY              30   26.2   28.1   35.1   44.2   54.2   63.3   68.8   67.7   60.3   49.6   41.0   31.6   47.5
94789NEW YORK (JFK AP), NY            30   24.7   26.1   32.9   41.6   51.2   60.4   66.7   66.3   59.5   48.7   39.8   30.5   45.7
14732NEW YORK (LAGUARDIA AP), NY      30   26.5   28.3   35.1   44.4   54.3   63.7   69.5   68.7   61.6   50.9   41.6   32.0   48.1
14925ROCHESTER, NY                    30   16.6   17.3   25.2   35.3   46.1   55.0   60.0   58.7   51.3   41.1   32.6   22.7   38.5
14771SYRACUSE, NY                     30   14.0   15.5   24.2   34.9   45.8   54.6   60.1   58.8   51.1   40.4   32.0   20.9   37.7
53877ASHEVILLE, NC                    30   25.8   28.0   34.9   41.8   50.6   58.3   62.7   61.8   55.4   43.3   35.3   28.8   43.9
93729CAPE HATTERAS, NC                30   38.6   39.0   44.5   51.8   60.2   68.1   72.9   72.3   68.5   58.8   50.3   42.6   55.6
13881CHARLOTTE, NC                    30   32.1   34.4   41.6   49.1   58.2   66.5   70.6   69.3   63.0   50.9   41.8   34.9   51.0
